order_id,customer_id,product_id,order_date,quantity,status
ORD000149,CUST06806,PROD0077,22-05-1970,5,Completed
ORD000150,CUST03598,PROD0091,17-05-2024,5,Completed
ORD000151,CUST04526,PROD0063,2024-03-04,3,Completed
ORD000152,CUST01736,PROD0075,2024-10-15,4,
ORD000153,CUST09598,PROD0052,2025-02-21,1,
ORD000154,CUST05508,PROD0018,2024-01-04,2,Cancelled
ORD000155,CUST03447,PROD0048,2024-08-26,2,
ORD000156,CUST02231,PROD0025,2024-05-01,2,Cancelled
ORD000157,CUST03654,PROD0015,13-12-1981,5,
ORD000158,CUST05747,PROD0085,2025-06-02,2,
ORD000159,CUST00435,PROD0065,2022-10-09,2,Completed
ORD000160,CUST04974,PROD0006,2024-11-22,1,Pending
ORD000161,CUST04962,PROD0084,2024-05-03,3,Cancelled
ORD000162,CUST00364,PROD0092,2025-07-15,3,Pending
ORD000163,CUST02601,PROD0022,2022-12-19,1,Pending
ORD000164,CUST07759,PROD0094,10-03-1981,4,Pending
ORD000165,CUST09384,PROD0016,2024-05-04,1,Completed
ORD000166,CUST02632,PROD0091,2024-09-01,2,Completed
ORD000167,CUST02194,PROD0071,2024-05-08,4,
ORD000168,CUST01686,PROD0087,2023-07-09,5,
ORD000169,CUST03032,PROD0017,2025-04-01,5,Completed
ORD000170,CUST02914,PROD0094,2024-11-24,4,Cancelled
ORD000171,CUST02238,PROD0095,08-08-2001,1,Completed
ORD000172,CUST05774,PROD0013,2024-09-14,5,Pending
ORD000173,CUST02968,PROD0036,2023-07-27,2,Pending
ORD000174,CUST05839,PROD0075,2023-03-20,5,
ORD000175,CUST01625,PROD0014,2024-03-23,2,Cancelled
ORD000176,CUST01280,PROD0041,17-07-2025,1,Pending
ORD000177,CUST07219,PROD0016,2024-09-26,5,
ORD000178,CUST05683,PROD0036,2025-03-10,5,Pending
ORD000179,CUST06999,PROD0012,2024-11-28,5,Pending
ORD000180,CUST05510,PROD0083,2023-08-08,5,Completed
ORD000181,CUST07795,PROD0034,2023-11-23,4,Completed
ORD000182,CUST08917,PROD0096,01-07-2006,2,
ORD000183,CUST01622,PROD0058,27-12-1972,2,
ORD000184,CUST03354,PROD0097,2023-08-01,3,Pending
ORD000185,CUST05005,PROD0046,2023-05-09,3,Pending
ORD000186,CUST02900,PROD0021,2024-04-30,3,Cancelled
ORD000187,CUST06945,PROD0036,2024-10-23,3,
ORD000188,CUST08869,PROD0056,2023-02-04,4,Pending
ORD000189,CUST01824,PROD0012,2022-09-17,2,Pending
ORD000190,CUST04343,PROD0030,2022-09-27,3,Completed
ORD000191,CUST05090,PROD0061,2024-07-08,1,
ORD000192,CUST04203,PROD0058,2025-04-25,4,Cancelled
ORD000193,CUST00063,PROD0083,2025-03-18,2,Pending
ORD000194,CUST07315,PROD0048,2025-07-18,1,Pending
ORD000195,CUST01493,PROD0036,2024-09-16,3,Cancelled
ORD000196,CUST02767,PROD0090,2023-01-14,3,
ORD000197,CUST08340,PROD0020,07-02-1996,4,Pending
ORD000198,CUST04826,PROD0046,2023-09-19,5,
ORD000199,CUST03543,PROD0041,2025-06-14,3,Pending
ORD000200,CUST01209,PROD0013,2025-03-29,5,Cancelled
ORD000201,CUST07740,PROD0006,2024-05-03,3,
ORD000202,CUST08565,PROD0048,2023-11-15,4,Cancelled
ORD000203,CUST07086,PROD0056,2024-11-19,1,Pending
ORD000204,CUST06342,PROD0051,2023-06-05,3,Completed
ORD000205,CUST09946,PROD0003,2024-12-18,1,Cancelled
ORD000206,CUST03592,PROD0089,2025-03-04,4,
ORD000207,CUST04696,PROD0084,2024-10-02,3,
ORD000208,CUST01823,PROD0058,2025-05-07,4,
ORD000209,CUST07756,PROD0033,2024-09-24,5,Completed
ORD000210,CUST03854,PROD0055,2023-05-28,3,
ORD000211,CUST06922,PROD0029,2025-01-28,5,Cancelled
ORD000212,CUST08375,PROD0018,2025-02-26,4,
ORD000213,CUST02315,PROD0009,2025-03-23,3,Cancelled
ORD000214,CUST07602,PROD0004,2023-01-15,1,Cancelled
ORD000215,CUST00255,PROD0050,2022-09-30,5,Pending
ORD000216,CUST02515,PROD0082,2023-05-08,1,Cancelled
ORD000217,CUST07579,PROD0040,2023-06-08,5,Cancelled
ORD000218,CUST03015,PROD0085,2025-08-11,4,Completed
ORD000219,CUST08598,PROD0065,2022-10-25,5,Cancelled
ORD000220,CUST07050,PROD0086,2023-07-28,1,
ORD000221,CUST05877,PROD0064,2023-12-02,5,Cancelled
ORD000222,CUST01207,PROD0093,2024-08-08,2,
ORD000223,CUST08369,PROD0043,2024-04-13,3,
ORD000224,CUST08792,PROD0032,2023-12-31,5,Completed
ORD000225,CUST06695,PROD0043,2023-07-08,5,Completed
ORD000226,CUST07832,PROD0061,2022-12-22,2,
ORD000227,CUST09704,PROD0063,2023-01-15,3,
ORD000228,CUST07404,PROD0069,2024-12-28,5,Cancelled
ORD000229,CUST01372,PROD0079,13-08-1978,4,Pending
ORD000230,CUST02261,PROD0081,2024-08-14,3,
ORD000231,CUST06374,PROD0001,08-09-1998,1,Completed
ORD000232,CUST09828,PROD0062,2023-07-10,5,Pending
ORD000233,CUST00214,PROD0015,2023-07-18,3,Pending
ORD000234,CUST05232,PROD0011,2024-06-20,5,
ORD000235,CUST08520,PROD0045,2023-05-01,4,Completed
ORD000236,CUST00666,PROD0056,2023-04-04,2,Pending
ORD000237,CUST09254,PROD0066,27-05-2008,3,Cancelled
ORD000238,CUST03520,PROD0092,2022-09-15,3,Pending
ORD000239,CUST05712,PROD0021,2024-08-19,4,Pending
ORD000240,CUST02773,PROD0001,11-06-1976,5,Cancelled
ORD000241,CUST01937,PROD0066,2024-07-09,3,
ORD000242,CUST03414,PROD0098,2023-02-13,2,Cancelled
ORD000243,CUST01347,PROD0089,2025-07-21,4,Completed
ORD000244,CUST08904,PROD0073,2023-02-20,1,
ORD000245,CUST07657,PROD0056,2023-12-31,3,Completed
ORD000246,CUST06105,PROD0018,2024-07-22,4,
ORD000247,CUST07020,PROD0057,2023-01-25,1,Cancelled
ORD000248,CUST09059,PROD0042,2023-08-31,2,Cancelled
ORD000249,CUST06025,PROD0037,2022-11-16,3,
ORD000250,CUST01818,PROD0059,2023-02-15,4,Completed
ORD000251,CUST09484,PROD0047,13-07-1978,4,
ORD000252,CUST05093,PROD0100,2024-06-18,3,Completed
ORD000253,CUST05559,PROD0034,2025-05-30,2,Completed
ORD000254,CUST07975,PROD0080,2023-08-08,4,Pending
ORD000255,CUST08258,PROD0022,2025-05-02,1,
ORD000256,CUST03997,PROD0084,13-09-2005,2,Cancelled
ORD000257,CUST00058,PROD0038,2025-04-02,1,Completed
ORD000258,CUST07600,PROD0006,2022-09-14,5,Pending
ORD000259,CUST07428,PROD0048,2022-12-12,5,
ORD000260,CUST09035,PROD0069,07-02-1970,5,Completed
ORD000261,CUST09979,PROD0050,2023-04-29,5,
ORD000262,CUST00643,PROD0016,2023-02-16,3,Pending
ORD000263,CUST04988,PROD0004,2024-04-14,2,Completed
ORD000264,CUST04979,PROD0011,13-08-1982,2,Completed
ORD000265,CUST08948,PROD0083,2022-10-22,2,
ORD000266,CUST01565,PROD0003,2023-10-09,2,Pending
ORD000267,CUST02705,PROD0052,2022-11-17,1,
ORD000268,CUST09329,PROD0080,2025-08-10,4,Pending
ORD000269,CUST05311,PROD0081,10-09-2005,3,Cancelled
ORD000270,CUST00372,PROD0096,2022-11-09,3,Completed
ORD000271,CUST03764,PROD0064,2025-06-01,4,Pending
ORD000272,CUST04668,PROD0064,2023-12-25,5,Cancelled
ORD000273,CUST00531,PROD0084,2022-09-22,3,Completed
ORD000274,CUST05738,PROD0017,2024-04-06,4,Completed
ORD000275,CUST04847,PROD0016,2022-09-21,2,
ORD000276,CUST03637,PROD0051,2025-02-20,1,Pending
ORD000277,CUST03147,PROD0086,2022-12-13,1,
ORD000278,CUST04116,PROD0064,2025-07-27,4,
ORD000279,CUST05064,PROD0075,2025-06-15,4,
ORD000280,CUST03738,PROD0090,23-09-1988,2,Cancelled
ORD000281,CUST07734,PROD0049,2025-07-03,1,Pending
ORD000282,CUST06548,PROD0011,2022-10-18,3,
ORD000283,CUST09012,PROD0021,2023-03-29,5,Pending
ORD000284,CUST07442,PROD0004,2023-10-29,3,Cancelled
ORD000285,CUST00618,PROD0087,2022-11-23,3,Completed
ORD000286,CUST03286,PROD0004,2025-07-04,3,Completed
ORD000287,CUST09848,PROD0083,2025-02-16,4,
ORD000288,CUST08312,PROD0028,2025-08-17,1,Pending
ORD000289,CUST02940,PROD0074,2025-06-19,3,Cancelled
ORD000290,CUST08109,PROD0072,2025-05-12,4,Cancelled
ORD000291,CUST09155,PROD0064,2023-12-12,4,
ORD000292,CUST04593,PROD0002,2023-04-03,2,Cancelled
ORD000293,CUST01147,PROD0073,2024-05-30,5,Cancelled
ORD000294,CUST00297,PROD0013,2025-02-27,4,Cancelled
ORD000295,CUST00895,PROD0061,2024-02-04,3,Pending
ORD000296,CUST00159,PROD0083,2023-02-08,4,Pending
ORD000297,CUST03987,PROD0075,2023-10-01,4,Pending
ORD000298,CUST06097,PROD0011,2023-01-30,2,Cancelled
ORD000299,CUST09346,PROD0017,2025-01-18,4,
ORD000300,CUST07451,PROD0056,2025-08-11,5,Pending
ORD000301,CUST07003,PROD0056,2023-02-19,5,Completed
ORD000302,CUST08242,PROD0020,2022-12-15,3,
ORD000303,CUST02321,PROD0018,2024-12-03,1,Pending
ORD000304,CUST04249,PROD0048,2022-10-04,1,Pending
ORD000305,CUST03010,PROD0030,2024-06-17,1,Cancelled
ORD000306,CUST08754,PROD0025,2023-02-19,1,Completed
ORD000307,CUST01003,PROD0004,2025-05-21,1,
ORD000308,CUST08918,PROD0075,2023-10-25,2,Completed
ORD000309,CUST08456,PROD0096,21-09-1983,3,Pending
ORD000310,CUST07504,PROD0033,2023-02-23,1,Completed
ORD000311,CUST05962,PROD0065,2025-06-11,4,Completed
ORD000312,CUST01336,PROD0059,2023-04-08,5,Cancelled
ORD000313,CUST06355,PROD0074,2023-11-06,4,Cancelled
ORD000314,CUST00869,PROD0007,2023-11-18,2,Completed
ORD000315,CUST06487,PROD0047,2024-02-22,4,
ORD000316,CUST00498,PROD0049,2024-06-21,5,Pending
ORD000317,CUST05484,PROD0032,2025-05-15,4,Pending
ORD000318,CUST09124,PROD0037,2023-04-05,4,Pending
ORD000319,CUST08362,PROD0041,2025-06-06,3,
ORD000320,CUST00921,PROD0036,2022-12-05,4,Pending
ORD000321,CUST02739,PROD0092,2024-06-30,4,Pending
ORD000322,CUST09036,PROD0048,2024-11-13,4,Cancelled
ORD000323,CUST01614,PROD0062,2023-09-08,1,Pending
ORD000324,CUST07145,PROD0028,2023-07-25,3,Cancelled
ORD000325,CUST00281,PROD0083,2024-12-07,3,
ORD000326,CUST01022,PROD0077,08-06-2016,5,Cancelled
ORD000327,CUST00382,PROD0044,2022-11-16,3,Cancelled
ORD000328,CUST04335,PROD0035,2023-03-03,4,Cancelled
ORD000329,CUST08878,PROD0059,2024-11-19,5,Pending
ORD000330,CUST05358,PROD0017,2024-05-06,2,Pending
ORD000331,CUST06655,PROD0045,2023-07-28,2,Completed
ORD000332,CUST00117,PROD0023,2024-04-11,3,Cancelled
ORD000333,CUST09075,PROD0024,22-08-1987,2,Completed
ORD000334,CUST04545,PROD0003,2024-08-11,5,
ORD000335,CUST06893,PROD0027,2024-06-28,2,Pending
ORD000336,CUST05552,PROD0070,2023-10-01,5,Cancelled
ORD000337,CUST02064,PROD0050,20-12-2006,3,Pending
ORD000338,CUST02467,PROD0061,2024-09-11,2,Completed
ORD000339,CUST06233,PROD0099,2023-10-02,3,Completed
ORD000340,CUST01509,PROD0075,2024-07-04,2,
ORD000341,CUST04634,PROD0094,2022-12-23,4,Completed
ORD000342,CUST04929,PROD0099,2024-02-25,5,Completed
ORD000343,CUST05692,PROD0047,2023-05-12,2,
ORD000344,CUST04482,PROD0068,2024-11-04,2,Completed
ORD000345,CUST07571,PROD0085,2025-05-18,4,
ORD000346,CUST06110,PROD0087,17-02-1991,4,
ORD000347,CUST01543,PROD0044,2024-10-30,3,
ORD000348,CUST06130,PROD0002,2024-01-31,1,Pending
ORD000349,CUST08105,PROD0089,2023-04-13,4,Pending
ORD000350,CUST05053,PROD0025,2025-02-18,1,
ORD000351,CUST04254,PROD0024,2025-04-06,2,
ORD000352,CUST08475,PROD0096,2024-09-01,1,Completed
ORD000353,CUST09758,PROD0092,2024-12-27,3,Completed
ORD000354,CUST06520,PROD0032,20-01-2024,2,
ORD000355,CUST09010,PROD0078,2024-09-23,4,Completed
ORD000356,CUST05568,PROD0090,2025-07-02,5,Cancelled
ORD000357,CUST09652,PROD0020,2025-06-25,1,Cancelled
ORD000358,CUST09320,PROD0100,2022-12-16,3,Pending
ORD000359,CUST08456,PROD0047,2025-07-23,1,Cancelled
ORD000360,CUST08250,PROD0090,2023-05-15,2,Pending
ORD000361,CUST01587,PROD0090,2025-04-24,3,Cancelled
ORD000362,CUST07624,PROD0061,2025-06-10,4,
ORD000363,CUST06886,PROD0008,25-08-2010,4,
ORD000364,CUST07866,PROD0089,2023-03-31,1,
ORD000365,CUST01843,PROD0052,2023-02-20,4,Cancelled
ORD000366,CUST07296,PROD0034,2023-09-14,5,Completed
ORD000367,CUST06782,PROD0088,2023-05-31,5,
ORD000368,CUST07663,PROD0069,2023-10-30,1,Pending
ORD000369,CUST08872,PROD0045,2024-04-19,4,
ORD000370,CUST02989,PROD0097,2024-02-20,2,
ORD000371,CUST07445,PROD0037,26-07-2004,4,
ORD000372,CUST07500,PROD0029,2022-09-25,1,Completed
ORD000373,CUST00814,PROD0057,2025-01-10,3,Pending
ORD000374,CUST08639,PROD0074,2023-09-30,4,Completed
ORD000375,CUST09154,PROD0020,2023-06-01,5,Pending
ORD000376,CUST02172,PROD0025,2023-03-06,5,Pending
ORD000377,CUST03113,PROD0080,2025-03-13,1,
ORD000378,CUST05442,PROD0067,2025-07-13,3,Pending
ORD000379,CUST07790,PROD0077,2023-05-07,3,Completed
ORD000380,CUST05633,PROD0093,2023-08-08,3,Completed
ORD000381,CUST00272,PROD0067,2025-01-08,3,Pending
ORD000382,CUST06888,PROD0077,2025-05-25,4,Cancelled
ORD000383,CUST00715,PROD0036,2023-10-10,3,Cancelled
ORD000384,CUST01562,PROD0072,2024-11-27,2,Cancelled
ORD000385,CUST04483,PROD0018,2023-04-26,2,Pending
ORD000386,CUST09183,PROD0066,2024-10-08,2,
ORD000387,CUST05140,PROD0045,2025-05-04,2,Pending
ORD000388,CUST02241,PROD0017,2023-02-21,5,Cancelled
ORD000389,CUST06637,PROD0004,2022-10-06,2,Cancelled
ORD000390,CUST01407,PROD0040,2022-09-29,5,Completed
ORD000391,CUST09928,PROD0087,2023-05-02,4,Pending
ORD000392,CUST07341,PROD0055,2025-04-01,3,
ORD000393,CUST01056,PROD0089,2025-06-07,4,Completed
ORD000394,CUST04986,PROD0007,2025-07-30,1,Pending
ORD000395,CUST01468,PROD0029,2022-10-20,1,
ORD000396,CUST00451,PROD0081,2024-10-15,4,
ORD000397,CUST09116,PROD0045,2023-07-07,5,Pending
ORD000398,CUST05857,PROD0053,2022-09-17,3,Cancelled
ORD000399,CUST00966,PROD0096,07-07-2024,3,Cancelled
ORD000400,CUST02295,PROD0007,2023-11-01,2,
ORD000401,CUST02287,PROD0018,2022-11-26,1,Cancelled
ORD000402,CUST01618,PROD0072,2023-10-11,4,
ORD000403,CUST00295,PROD0095,2022-08-30,1,Pending
ORD000404,CUST07361,PROD0002,2022-11-01,5,Completed
ORD000405,CUST08475,PROD0047,2023-12-15,4,Pending
ORD000406,CUST08666,PROD0019,2022-12-13,3,Pending
ORD000407,CUST06982,PROD0047,2024-11-18,4,Completed
ORD000408,CUST03861,PROD0065,2023-03-21,4,Cancelled
ORD000409,CUST03268,PROD0096,2023-06-27,2,Cancelled
ORD000410,CUST05439,PROD0051,2023-07-02,3,Cancelled
ORD000411,CUST00963,PROD0082,08-10-2007,1,Cancelled
ORD000412,CUST07781,PROD0044,2024-03-30,1,Cancelled
ORD000413,CUST07661,PROD0051,2025-06-01,3,Cancelled
ORD000414,CUST00113,PROD0092,2022-10-22,5,Pending
ORD000415,CUST09234,PROD0008,2023-01-06,3,Pending
ORD000416,CUST00451,PROD0031,2022-11-16,4,Cancelled
ORD000417,CUST08110,PROD0024,2023-08-25,2,Completed
ORD000418,CUST03223,PROD0097,27-04-1980,1,Pending
ORD000419,CUST03081,PROD0091,2025-02-12,3,Pending
ORD000420,CUST04433,PROD0063,2023-02-28,5,Completed
ORD000421,CUST07882,PROD0004,2022-10-23,2,
ORD000422,CUST02848,PROD0099,14-05-1970,4,Cancelled
ORD000423,CUST04894,PROD0047,2024-07-20,3,Completed
ORD000424,CUST01338,PROD0028,2024-06-19,2,Completed
ORD000425,CUST00991,PROD0033,2024-11-27,1,
ORD000426,CUST07433,PROD0090,2024-05-26,1,Cancelled
ORD000427,CUST04301,PROD0094,2024-07-13,1,
ORD000428,CUST06354,PROD0066,26-02-1992,3,Completed
ORD000429,CUST01376,PROD0003,2025-05-02,1,
ORD000430,CUST09085,PROD0048,2025-06-29,3,Cancelled
ORD000431,CUST03579,PROD0083,03-12-2014,5,Pending
ORD000432,CUST06978,PROD0070,2024-05-02,5,Completed
ORD000433,CUST01011,PROD0032,2023-10-14,2,Pending
ORD000434,CUST08189,PROD0014,2023-10-27,3,
ORD000435,CUST09297,PROD0053,2023-02-15,4,
ORD000436,CUST04464,PROD0010,2024-11-09,5,Cancelled
ORD000437,CUST02251,PROD0070,2023-06-04,5,Completed
ORD000438,CUST00410,PROD0063,2023-02-24,1,
ORD000439,CUST05140,PROD0007,2023-10-29,2,
ORD000440,CUST06271,PROD0009,2024-06-02,2,Completed
ORD000441,CUST03589,PROD0014,24-03-2019,2,Completed
ORD000442,CUST03673,PROD0086,2023-12-09,1,Cancelled
ORD000443,CUST06941,PROD0058,01-07-1982,1,
ORD000444,CUST05300,PROD0100,2023-07-11,4,Pending
ORD000445,CUST00914,PROD0024,2025-07-29,2,Completed
ORD000446,CUST05981,PROD0061,2025-01-28,5,
ORD000447,CUST04963,PROD0079,19-04-2020,5,Cancelled
ORD000448,CUST05276,PROD0037,2024-12-24,1,Completed
ORD000449,CUST04374,PROD0028,2024-09-03,3,Pending
ORD000450,CUST04943,PROD0098,2024-02-28,4,Pending
ORD000451,CUST09504,PROD0050,08-07-2025,5,Cancelled
ORD000452,CUST05571,PROD0004,2023-01-16,2,Completed
ORD000453,CUST07987,PROD0037,2023-01-30,3,
ORD000454,CUST08497,PROD0079,2024-03-11,1,
